id,nom,prenom,civilite,adresse,ville,zipcode,num_tel,email,regime,date_naiss,date_effect,conjointbirthdate,nbrenfants,source,birthdatechild1,birthdatechild2,birthdatechild3,birthdatechild4,birthdatechild5,dcr,soin_medical,hospitalisation,optique,dentaire
12069,Leroy,Nicolas,Mme,34 Rue Victor Hugo,Reims,51100,0660473895,nicolas.leroy63@yahoo.fr,Régime agricole,24/06/1996,25/04/2025,,1,web,07/03/2022,,,,,24/04/2025 00:00:00,MAXI,ELEVE,MOYEN,MOYEN
12070,Morin,Jacqueline,Mme,112 Rue Nationale,Le Havre,76600,0735007568,jacquelinemorin@free.fr,Régime général,28/05/1989,11/08/2025,,1,web,28/12/2024,,,,,11/07/2025 00:00:00,ECO,ECO,MAXI,MOYEN
12071,Martinez,Jean,M,105 Rue de la Paix,Grenoble,38000,0781684750,jeanmartinez@gmail.com,Régime général,14/04/1950,29/05/2019,19/07/1954,2,web,09/02/2004,14/01/2006,,,,26/05/2019 00:00:00,MAXI,MOYEN,MAXI,MAXI
12072,Roux,Céline,Mme,179 Rue Nationale,Montpellier,34000,0649586115,celine.roux@sfr.fr,Régime général,17/01/1986,06/07/2024,26/04/1985,1,web,18/05/2016,,,,,29/06/2024 00:00:00,MAXI,MAXI,MOYEN,MOYEN
12073,Mathieu,Jacqueline,M,51 Rue République,Nantes,44000,0767827262,jacquelinemathieu@free.fr,Régime général,12/10/1969,28/02/2022,01/10/1964,0,web,,,,,,17/02/2022 00:00:00,MOYEN,ECO,MAXI,MOYEN
12074,Durand,Marie,M,149 Rue Nationale,Rennes,35000,0654369603,mariedurand@orange.fr,Régime général,01/11/1946,29/06/2023,15/04/1950,0,web,,,,,,15/04/2023 00:00:00,MOYEN,ELEVE,ELEVE,MAXI
12075,Morin,Véronique,M,174 Rue République,Argenteuil,95100,0691374974,veronique_morin@yahoo.fr,Régime général,10/06/1965,15/01/2020,15/03/1962,0,DR,,,,,,12/01/2020 00:00:00,MOYEN,MAXI,MAXI,MAXI
12076,Dumont,Patrick,M,21 Rue Victor Hugo,Nantes,44000,0642723645,patrick.dumont@laposte.net,Régime général,09/06/1977,24/09/2022,,1,ERIC,14/11/2016,,,,,19/09/2022 00:00:00,MOYEN,MOYEN,MOYEN,ELEVE
12077,Girard,Nicolas,M,176 Rue République,Saint-Denis,93200,0706326610,nicolas_girard@yahoo.fr,Régime général,06/03/1952,16/03/2022,27/03/1951,2,web,13/06/1998,06/03/2011,,,,02/03/2022 00:00:00,MAXI,MAXI,MAXI,MOYEN
12078,Gauthier,Laurent,Mme,108 Rue de la Paix,Bordeaux,33000,0707488035,laurent_gauthier2@laposte.net,Régime général,03/03/1969,09/11/2024,,3,web,11/08/2014,26/06/2008,21/07/2004,,,14/10/2024 00:00:00,ELEVE,MOYEN,MOYEN,MAXI
12079,Petit,Chantal,M,134 Rue République,Nantes,44000,0713283897,chantalpetit@hotmail.fr,Régime CFE,03/03/1984,13/03/2024,,0,web,,,,,,20/01/2024 00:00:00,MAXI,MAXI,ELEVE,ELEVE
12080,André,Eric,M,166 Rue des Fleurs,Villeurbanne,69100,0719579363,eric.andre@sfr.fr,Régime général,12/01/1981,12/03/2022,17/08/1981,4,web,20/06/2017,13/12/1999,09/10/2011,13/12/2013,,18/01/2022 00:00:00,MAXI,MOYEN,ECO,ELEVE
12081,Robert,Catherine,M,128 Rue de la Paix,Strasbourg,67000,0715094388,catherine_robert@orange.fr,Régime général,25/08/1990,16/06/2020,26/09/1989,1,web,15/12/2020,,,,,12/05/2020 00:00:00,ECO,ELEVE,ELEVE,ELEVE
12082,Thomas,Audrey,Mme,185 Rue Victor Hugo,Dijon,21000,0798715867,audreythomas@laposte.net,Régime TNS,10/08/1988,21/09/2024,08/10/1989,3,web,21/07/2017,22/05/2023,12/03/2016,,,30/08/2024 00:00:00,ELEVE,MAXI,MOYEN,ELEVE
12083,Bertrand,Nicolas,Mme,8 Rue des Fleurs,Créteil,94000,0738965512,nicolas.bertrand@orange.fr,Régime général,15/05/2001,02/11/2023,15/08/2005,0,ORANGE_01_09,,,,,,15/10/2023 00:00:00,ECO,MOYEN,MAXI,MAXI
12084,Henry,Annie,M,52 Rue de la Paix,Toulon,83000,0736307276,anniehenry@sfr.fr,Régime général,16/03/1953,07/02/2023,04/01/1957,2,MH-50M-Eric,22/05/2020,10/02/2000,,,,19/12/2022 00:00:00,MOYEN,ELEVE,ELEVE,MOYEN
12085,Michel,Marc,M,50 Rue des Fleurs,Grenoble,38000,0685463126,marc_michel@yahoo.fr,Régime général,05/12/2001,13/05/2022,,1,Celibataire_45_Eric,07/09/2020,,,,,15/02/2022 00:00:00,MOYEN,MOYEN,MOYEN,ELEVE
12086,Clement,Marie,M,71 Rue République,Créteil,94000,0619842555,marie_clement@sfr.fr,Régime agricole,28/02/1940,20/10/2019,,1,web,16/11/2017,,,,,10/10/2019 00:00:00,ELEVE,MAXI,ELEVE,MAXI
12087,Durand,Corinne,Mme,68 Rue Nationale,Saint-Étienne,42000,0669579363,corinnedurand@yahoo.fr,Régime général,24/07/1987,01/12/2023,14/11/1984,1,web,28/07/2015,,,,,21/11/2023 00:00:00,MOYEN,MOYEN,ELEVE,MOYEN
12088,Moreau,Valérie,M,17 Rue des Fleurs,Boulogne-Billancourt,92100,0673912227,valerie_moreau1@free.fr,Régime général,04/06/1939,03/06/2019,,0,MH-12M,,,,,,18/05/2019 00:00:00,MAXI,ELEVE,MOYEN,MAXI
12089,Garcia,Nicolas,M,112 Rue des Fleurs,Le Havre,76600,0682908683,nicolas_garcia28@gmail.com,Régime TNS,24/10/1983,15/01/2020,,2,web,17/02/2018,24/07/2015,,,,31/10/2019 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
12090,Gauthier,Christine,M,116 Rue République,Rennes,35000,0678992718,christine.gauthier@yahoo.fr,Régime général,24/04/1990,21/06/2020,18/11/1992,3,MH1,20/03/2017,24/08/2019,26/01/2011,,,11/05/2020 00:00:00,ECO,MOYEN,MOYEN,ELEVE
12091,Legrand,Bruno,Mme,102 Rue Nationale,Lille,59000,0633596928,bruno_legrand@hotmail.fr,Régime général,08/03/1987,04/07/2021,,0,web,,,,,,28/06/2021 00:00:00,ELEVE,ECO,MOYEN,MOYEN
12092,Morin,Corinne,Mme,95 Rue République,Montpellier,34000,0674724594,corinne.morin@yahoo.fr,Alsace-Moselle,14/06/1983,29/07/2023,02/07/1981,1,web,12/12/2013,,,,,08/06/2023 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
12093,Mercier,Audrey,M,76 Rue des Fleurs,Boulogne-Billancourt,92100,0658101104,audrey.mercier@gmail.com,Régime général,19/12/1987,08/04/2019,,1,web,20/02/2014,,,,,10/03/2019 00:00:00,MOYEN,MOYEN,MOYEN,ELEVE
12094,Lopez,Audrey,M,62 Rue Nationale,Créteil,94000,0711250286,audrey_lopez@hotmail.fr,Régime général,05/04/1948,13/09/2023,,0,web,,,,,,26/06/2023 00:00:00,MAXI,ECO,ECO,ELEVE
12095,André,Nathalie,Mme,129 Rue République,Lille,59000,0714133352,nathalieandre@hotmail.fr,Régime TNS,05/05/1948,13/06/2024,,0,MH2,,,,,,02/06/2024 00:00:00,ELEVE,MAXI,MAXI,MOYEN
12096,Robert,Vincent,M,166 Rue Victor Hugo,Toulouse,31000,0689692778,vincent.robert@laposte.net,Régime agricole,01/05/1950,13/10/2019,,2,web,21/02/1997,01/11/2007,,,,23/08/2019 00:00:00,MAXI,MAXI,MAXI,MOYEN
12097,Bonnet,Valérie,M,76 Rue de la Paix,Montpellier,34000,0753952094,valerie_bonnet@hotmail.fr,Régime CFE,16/06/1976,11/03/2020,03/03/1976,0,web,,,,,,27/01/2020 00:00:00,ELEVE,MAXI,ECO,MOYEN
12098,Faure,Jean,M,191 Rue République,Montpellier,34000,0746613801,jean_faure@orange.fr,Régime général,16/12/1966,22/07/2022,,1,web,14/07/2021,,,,,13/05/2022 00:00:00,MAXI,MOYEN,MAXI,MAXI
12099,Lopez,Marie,Mme,79 Rue des Fleurs,Créteil,94000,0766533693,marie.lopez@yahoo.fr,Régime général,27/10/1996,23/12/2019,,1,MH-42,14/05/2015,,,,,24/09/2019 00:00:00,ELEVE,MAXI,MOYEN,MOYEN
12100,Guerin,Nathalie,Mme,21 Rue des Fleurs,Marseille,13001,0639201302,nathalie_guerin@hotmail.fr,Régime général,02/05/1972,08/01/2021,05/10/1975,1,web,15/05/2009,,,,,15/11/2020 00:00:00,MOYEN,ELEVE,MAXI,ECO
12101,Simon,Sylvie,M,154 Rue République,Dijon,21000,0648315666,sylvie_simon@free.fr,Régime général,22/02/1979,17/10/2019,08/10/1984,3,zra-sept,11/09/2011,05/05/2016,28/07/2005,,,19/07/2019 00:00:00,MOYEN,ECO,ELEVE,ELEVE
12102,Durand,Patrick,Mme,18 Rue République,Lille,59000,0661026526,patrick_durand30@laposte.net,Hors sécu,06/04/1993,06/04/2021,21/12/1994,1,web,24/06/2020,,,,,07/02/2021 00:00:00,MOYEN,ELEVE,MOYEN,ELEVE
12103,Roux,Gérard,M,33 Rue Nationale,Villeurbanne,69100,0619586064,gerardroux@laposte.net,Régime général,09/09/1975,21/02/2023,,3,web,07/11/1998,09/11/2019,08/01/2019,,,02/02/2023 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
12104,Lambert,Nicole,M,67 Rue de la Paix,Montpellier,34000,0798326600,nicole_lambert@laposte.net,Régime général,01/09/1946,02/05/2020,03/09/1947,0,ERIC,,,,,,05/02/2020 00:00:00,ELEVE,MAXI,ELEVE,MAXI
12105,Michel,Catherine,M,56 Rue Victor Hugo,Nantes,44000,0673651156,catherinemichel@sfr.fr,Régime TNS,22/07/1999,29/09/2023,,0,MH-80,,,,,,09/09/2023 00:00:00,MOYEN,MOYEN,MOYEN,MOYEN
12106,Henry,Laetitia,Mme,177 Rue République,Toulouse,31000,0632598994,laetitia.henry@gmail.com,Régime agricole,15/03/2000,20/06/2023,,0,web,,,,,,17/06/2023 00:00:00,MOYEN,MAXI,ELEVE,ECO
12107,Roux,Eric,Mme,49 Rue des Fleurs,Reims,51100,0733820653,ericroux@orange.fr,Alsace-Moselle,09/03/1973,01/12/2023,,0,web,,,,,,11/10/2023 00:00:00,ELEVE,ELEVE,MOYEN,ELEVE
12108,Martin,Monique,M,21 Rue des Fleurs,Nîmes,30000,0610101382,monique_martin79@sfr.fr,Régime général,12/02/1999,03/01/2024,,0,web,,,,,,26/10/2023 00:00:00,ELEVE,ELEVE,ELEVE,ELEVE
12109,Roux,Christine,Mme,107 Rue République,Dijon,21000,0767584410,christine.roux@orange.fr,Régime général,11/01/1970,21/11/2020,,1,web,20/06/2020,,,,,15/11/2020 00:00:00,MAXI,ELEVE,MAXI,ELEVE
12110,Blanc,Martine,M,64 Rue de la Paix,Toulon,83000,0677726072,martineblanc@free.fr,Hors sécu,08/03/1941,15/05/2019,,0,PROGES,,,,,,04/03/2019 00:00:00,ELEVE,MAXI,ELEVE,MAXI
12111,Mathieu,Julie,M,177 Rue des Fleurs,Toulouse,31000,0759239215,julie.mathieu@sfr.fr,Hors sécu,14/05/1963,05/12/2022,,0,web,,,,,,08/11/2022 00:00:00,MOYEN,MAXI,MAXI,MAXI
12112,François,Brigitte,M,139 Rue Victor Hugo,Reims,51100,0738574368,brigitte.françois@gmail.com,Régime agricole,08/12/1945,25/03/2021,26/01/1946,1,web,04/01/1996,,,,,30/01/2021 00:00:00,MAXI,ELEVE,MAXI,MAXI
12113,Mathieu,Sébastien,M,126 Rue Victor Hugo,Toulouse,31000,0762142311,sebastienmathieu@hotmail.fr,Alsace-Moselle,20/05/1983,07/09/2021,,1,web,04/09/2001,,,,,24/08/2021 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
12114,Lefebvre,Eric,Mme,132 Rue Victor Hugo,Toulouse,31000,0744763958,eric.lefebvre66@laposte.net,Régime CFE,04/11/1942,30/08/2019,,0,web,,,,,,29/06/2019 00:00:00,ELEVE,MAXI,ELEVE,ECO
12115,Vincent,Sophie,M,98 Rue Nationale,Bordeaux,33000,0774277713,sophievincent62@sfr.fr,Régime général,19/09/1976,19/05/2024,26/10/1980,3,web,22/01/2016,23/08/2020,03/08/2002,,,16/05/2024 00:00:00,MOYEN,MAXI,ELEVE,ELEVE
12116,Morin,Julien,Mme,49 Rue de la Paix,Nantes,44000,0731158675,julien_morin@free.fr,Régime TNS,14/04/1987,03/02/2021,,1,MH2,04/02/2013,,,,,28/01/2021 00:00:00,MOYEN,MAXI,ELEVE,MOYEN
12117,Morin,Jean,M,58 Rue République,Boulogne-Billancourt,92100,0754734751,jeanmorin56@hotmail.fr,Alsace-Moselle,16/10/1943,24/08/2019,,0,web,,,,,,29/05/2019 00:00:00,MOYEN,ELEVE,MAXI,MOYEN
12118,Lefebvre,Stéphane,M,59 Rue des Fleurs,Toulouse,31000,0693882403,stephanelefebvre@orange.fr,Régime TNS,01/06/2004,09/04/2025,,0,Celibataire_45_Eric,,,,,,28/03/2025 00:00:00,ECO,ELEVE,ELEVE,ELEVE
12119,Simon,Bernard,Mme,194 Rue de la Paix,Montpellier,34000,0667625682,bernard.simon@hotmail.fr,Alsace-Moselle,05/09/1977,24/05/2023,,0,web,,,,,,02/03/2023 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
12120,Thomas,Sandrine,M,102 Rue République,Villeurbanne,69100,0796601620,sandrine.thomas@sfr.fr,Régime général,05/06/1997,14/03/2022,,1,MH-60S,13/03/2020,,,,,13/03/2022 00:00:00,MOYEN,ELEVE,MOYEN,MOYEN
12121,Martinez,Michel,M,83 Rue Victor Hugo,Versailles,78000,0738756032,michelmartinez@yahoo.fr,Hors sécu,06/09/1947,16/08/2023,15/11/1950,0,fb-compagne-2023,,,,,,18/05/2023 00:00:00,MOYEN,ELEVE,ELEVE,MOYEN
12122,Nicolas,Audrey,Mme,100 Rue de la Paix,Grenoble,38000,0709780902,audrey_nicolas@laposte.net,Alsace-Moselle,13/06/1965,30/09/2021,22/07/1968,0,web,,,,,,30/09/2021 00:00:00,MAXI,MOYEN,ELEVE,MAXI
12123,Richard,Alain,M,185 Rue des Fleurs,Rennes,35000,0652953517,alain.richard@orange.fr,Régime agricole,10/01/1994,22/03/2024,11/07/1992,2,Celibataire_45_Eric,12/03/2020,06/05/2023,,,,11/02/2024 00:00:00,ELEVE,ELEVE,ECO,MAXI
12124,Clement,Patricia,M,1 Rue de la Paix,Nîmes,30000,0700832680,patriciaclement@orange.fr,Régime général,17/10/1994,01/03/2022,,1,web,14/12/2020,,,,,29/12/2021 00:00:00,ELEVE,MAXI,MOYEN,ELEVE
12125,Martinez,Marie,Mme,23 Rue de la Paix,Grenoble,38000,0787559742,mariemartinez@sfr.fr,Régime général,02/07/1942,13/04/2021,17/03/1944,0,web,,,,,,11/02/2021 00:00:00,ELEVE,ELEVE,MOYEN,ELEVE
12126,Moreau,Vincent,Mme,105 Rue des Fleurs,Toulon,83000,0636971384,vincentmoreau1@yahoo.fr,Régime général,12/10/2001,17/02/2020,20/11/2002,0,MH80,,,,,,05/01/2020 00:00:00,MOYEN,ELEVE,MOYEN,MOYEN
12127,Dupont,Vincent,M,23 Rue de la Paix,Boulogne-Billancourt,92100,0765898874,vincentdupont55@gmail.com,Régime général,27/11/1961,02/04/2021,25/07/1956,0,MH-30M,,,,,,04/03/2021 00:00:00,ELEVE,ECO,MOYEN,ECO
12128,Muller,Valérie,M,53 Rue de la Paix,Marseille,13001,0639839929,valerie.muller@free.fr,Régime général,26/09/1997,27/11/2020,27/11/1997,1,web,19/12/2018,,,,,20/10/2020 00:00:00,MOYEN,ELEVE,MOYEN,ECO
12129,André,Jacques,Mme,145 Rue de la Paix,Villeurbanne,69100,0698156357,jacquesandre44@sfr.fr,Alsace-Moselle,27/11/1967,03/04/2021,,2,web,28/09/2007,24/06/2001,,,,26/01/2021 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
12130,Morel,Sandrine,M,78 Rue Victor Hugo,Toulouse,31000,0617408478,sandrine_morel@gmail.com,Régime TNS,02/02/1947,18/03/2020,,0,MH-60S,,,,,,07/01/2020 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
12131,Fontaine,Jacqueline,M,148 Rue des Fleurs,Saint-Étienne,42000,0665494897,jacqueline.fontaine@free.fr,Régime général,04/01/2000,17/07/2023,,0,web,,,,,,09/05/2023 00:00:00,ELEVE,ELEVE,ECO,MOYEN
12132,Rousseau,Philippe,Mme,95 Rue Nationale,Argenteuil,95100,0667229649,philipperousseau@hotmail.fr,Alsace-Moselle,26/07/2000,08/08/2025,,1,web,17/07/2018,,,,,12/06/2025 00:00:00,MOYEN,MAXI,ECO,ELEVE
12133,André,Bruno,Mme,23 Rue République,Nantes,44000,0769660956,bruno_andre@free.fr,Régime général,02/03/1991,17/06/2021,07/08/1992,0,Celibataire_178_Vital,,,,,,28/04/2021 00:00:00,MOYEN,ELEVE,ECO,MOYEN
12134,Thomas,Jacques,Mme,96 Rue République,Villeurbanne,69100,0613056613,jacques_thomas@yahoo.fr,Régime général,03/03/1978,21/02/2019,04/01/1978,0,web,,,,,,05/02/2019 00:00:00,MOYEN,MAXI,MOYEN,MAXI
12135,Lefevre,Patrick,M,29 Rue République,Angers,49000,0764438535,patrick_lefevre@yahoo.fr,Régime TNS,25/09/1960,14/01/2022,,0,web,,,,,,28/11/2021 00:00:00,MAXI,MAXI,ELEVE,ELEVE
12136,David,Jean,M,125 Rue Victor Hugo,Boulogne-Billancourt,92100,0715323416,jean_david@sfr.fr,Régime TNS,02/01/2004,25/09/2025,,0,web,,,,,,05/07/2025 00:00:00,MOYEN,ECO,MAXI,MOYEN
12137,Legrand,Nicole,M,170 Rue de la Paix,Lyon,69001,0715649269,nicole_legrand@laposte.net,Régime général,21/11/1963,13/12/2019,05/04/1964,0,DR,,,,,,13/12/2019 00:00:00,MAXI,MOYEN,ELEVE,MOYEN
12138,Petit,Audrey,M,1 Rue des Fleurs,Paris,75001,0647657183,audrey_petit@sfr.fr,Régime TNS,01/07/2004,17/02/2025,,0,web,,,,,,23/11/2024 00:00:00,ECO,MOYEN,MOYEN,MOYEN
12139,Bertrand,Sébastien,M,147 Rue Nationale,Saint-Denis,93200,0617428267,sebastien_bertrand@orange.fr,Régime TNS,12/08/1966,08/11/2024,,2,web,03/09/2022,04/12/2023,,,,28/08/2024 00:00:00,MOYEN,ELEVE,MAXI,MAXI
12140,Laurent,Pierre,M,180 Rue Victor Hugo,Rennes,35000,0758246900,pierre.laurent@laposte.net,Régime agricole,13/01/1978,16/01/2021,,1,web,06/12/2012,,,,,02/11/2020 00:00:00,ECO,ELEVE,MOYEN,ECO
12141,Bonnet,Isabelle,M,184 Rue des Fleurs,Lille,59000,0649760620,isabellebonnet@orange.fr,Régime général,11/02/1950,19/05/2020,,0,web,,,,,,30/04/2020 00:00:00,MAXI,MAXI,MAXI,ELEVE
12142,Moreau,Annie,Mme,60 Rue République,Strasbourg,67000,0767708145,anniemoreau@free.fr,Hors sécu,15/03/1940,28/09/2019,,0,MH-50M-Eric,,,,,,20/09/2019 00:00:00,ELEVE,MOYEN,MOYEN,MAXI
12143,Vincent,Catherine,Mme,165 Rue des Fleurs,Lille,59000,0686547937,catherine.vincent63@sfr.fr,Régime général,19/12/1956,31/08/2025,22/02/1959,0,MH1,,,,,,19/06/2025 00:00:00,MAXI,ECO,MAXI,MOYEN
12144,Leroy,Karine,Mme,10 Rue de la Paix,Nîmes,30000,0678637533,karineleroy22@gmail.com,Hors sécu,14/09/1944,02/10/2022,07/09/1942,2,web,17/05/2011,01/10/2014,,,,27/09/2022 00:00:00,ELEVE,MAXI,ELEVE,MOYEN
12145,Dumont,Philippe,Mme,99 Rue de la Paix,Rennes,35000,0621070301,philippe.dumont71@hotmail.fr,Régime agricole,12/03/1955,30/05/2019,,0,web,,,,,,25/03/2019 00:00:00,MAXI,ELEVE,MAXI,ELEVE
12146,Laurent,Delphine,M,129 Rue République,Lille,59000,0737638838,delphine_laurent@yahoo.fr,Régime général,25/09/1979,14/11/2020,14/07/1982,0,MH-80,,,,,,13/11/2020 00:00:00,MAXI,MAXI,ELEVE,MAXI
12147,Muller,Delphine,Mme,166 Rue des Fleurs,Strasbourg,67000,0722126761,delphine.muller@sfr.fr,Régime général,27/04/1985,15/12/2023,,2,web,14/08/2009,11/04/2010,,,,27/11/2023 00:00:00,MAXI,ELEVE,MOYEN,MOYEN
12148,Garnier,Laurent,Mme,113 Rue Nationale,Toulouse,31000,0621417812,laurentgarnier@gmail.com,Hors sécu,21/08/1970,25/06/2023,22/07/1970,1,web,27/08/2017,,,,,14/06/2023 00:00:00,MAXI,MOYEN,MAXI,ELEVE
12149,Dupont,François,M,186 Rue République,Toulouse,31000,0696896196,françois_dupont4@gmail.com,Régime général,22/11/1963,03/09/2024,28/07/1964,0,fb-mutuelle-senior-mars-1,,,,,,06/08/2024 00:00:00,ELEVE,ELEVE,MOYEN,MOYEN
12150,Mathieu,Thierry,Mme,198 Rue République,Bordeaux,33000,0662069144,thierrymathieu@yahoo.fr,Régime TNS,26/10/1967,23/03/2020,21/12/1968,1,MH-42,10/09/2012,,,,,27/12/2019 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
12151,Roux,Michel,M,178 Rue des Fleurs,Bordeaux,33000,0766027348,michel.roux2@hotmail.fr,Hors sécu,15/10/1942,21/09/2019,13/10/1941,0,web,,,,,,10/07/2019 00:00:00,ECO,MAXI,MAXI,MAXI
12152,Lambert,Vincent,M,35 Rue Victor Hugo,Versailles,78000,0670121034,vincentlambert53@gmail.com,Régime général,10/05/1983,04/02/2019,17/09/1980,3,MH80,20/01/2005,12/03/2009,12/08/2018,,,22/01/2019 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
12153,Blanc,Catherine,Mme,164 Rue Victor Hugo,Créteil,94000,0624529176,catherine.blanc67@sfr.fr,Régime général,22/07/1969,16/07/2023,,3,web,11/01/2014,06/06/2003,23/01/2007,,,28/05/2023 00:00:00,ELEVE,MAXI,ELEVE,MAXI
12154,Perrin,François,Mme,71 Rue Victor Hugo,Bordeaux,33000,0606556809,françoisperrin@gmail.com,Régime agricole,20/04/1943,26/08/2023,14/04/1943,0,zra-sept,,,,,,08/08/2023 00:00:00,MAXI,ELEVE,MAXI,ELEVE
12155,Roux,Émilie,M,23 Rue Nationale,Montreuil,93100,0724590188,emilie_roux@gmail.com,Régime général,08/01/1942,05/02/2023,19/02/1943,2,fb-compagne-2023,24/03/1997,20/11/2001,,,,30/11/2022 00:00:00,MAXI,ELEVE,ELEVE,ELEVE
12156,Bernard,David,M,106 Rue des Fleurs,Bordeaux,33000,0619986672,david.bernard@free.fr,Régime général,23/11/1970,04/09/2025,,0,Celibataire_45_Eric,,,,,,08/07/2025 00:00:00,MOYEN,ELEVE,ELEVE,MOYEN
12157,Clement,Christophe,M,119 Rue des Fleurs,Marseille,13001,0708836698,christophe.clement@laposte.net,Régime agricole,02/11/1977,08/01/2020,,2,web,14/06/2016,26/07/2003,,,,23/12/2019 00:00:00,ELEVE,ELEVE,ECO,ECO
12158,Durand,Caroline,M,19 Rue de la Paix,Toulouse,31000,0649546095,caroline.durand@laposte.net,Régime général,21/04/1981,13/10/2019,02/06/1983,0,MH2,,,,,,21/09/2019 00:00:00,MOYEN,MOYEN,ELEVE,ELEVE
12159,Lefevre,Karine,M,4 Rue Nationale,Rennes,35000,0675792259,karinelefevre@laposte.net,Régime général,28/09/1963,22/03/2024,,0,web,,,,,,08/03/2024 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
12160,David,Marie,Mme,143 Rue de la Paix,Rennes,35000,0704093411,marie.david81@hotmail.fr,Régime agricole,21/07/1996,05/04/2024,,0,web,,,,,,20/02/2024 00:00:00,ELEVE,ECO,MOYEN,MOYEN
12161,Faure,Bernard,M,173 Rue Nationale,Lille,59000,0646715891,bernard.faure@laposte.net,Alsace-Moselle,07/03/1957,23/12/2019,,2,zra-sept,10/12/2005,14/04/2008,,,,07/12/2019 00:00:00,MAXI,ELEVE,ELEVE,MOYEN
12162,Lefebvre,Sophie,M,31 Rue Nationale,Créteil,94000,0706742089,sophie.lefebvre@free.fr,Régime général,14/01/1993,12/09/2025,20/12/1993,0,MH2,,,,,,28/07/2025 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
12163,Garnier,Thomas,Mme,116 Rue Victor Hugo,Angers,49000,0673947421,thomas.garnier@sfr.fr,Régime CFE,04/04/1979,29/09/2022,,2,web,17/11/2021,02/08/2016,,,,27/07/2022 00:00:00,MOYEN,MOYEN,ELEVE,MOYEN
12164,Bernard,Isabelle,Mme,129 Rue Victor Hugo,Villeurbanne,69100,0677498781,isabelle.bernard@free.fr,Régime général,25/09/1949,15/08/2021,,0,MH-80,,,,,,15/07/2021 00:00:00,MAXI,MOYEN,ELEVE,MAXI
12165,Lopez,Julien,M,50 Rue Nationale,Nîmes,30000,0630838666,julien_lopez@free.fr,Régime agricole,06/10/1979,11/05/2019,06/03/1975,0,web,,,,,,04/05/2019 00:00:00,MOYEN,MOYEN,MAXI,ECO
12166,Perrin,Stéphane,M,88 Rue des Fleurs,Grenoble,38000,0618246035,stephaneperrin@laposte.net,Régime général,24/02/1988,25/03/2022,,0,web,,,,,,11/03/2022 00:00:00,MOYEN,MAXI,ELEVE,ELEVE
12167,Mathieu,Véronique,Mme,153 Rue Victor Hugo,Lyon,69001,0704855907,veronique_mathieu@orange.fr,Régime général,16/06/1985,18/11/2023,19/07/1980,0,fb-compagne-2023,,,,,,03/09/2023 00:00:00,MOYEN,MAXI,ELEVE,ELEVE
12168,Bertrand,Olivier,M,190 Rue République,Toulouse,31000,0757579061,olivier_bertrand@yahoo.fr,Régime général,07/06/2000,26/02/2025,,0,Celibataire_178_Vital,,,,,,13/02/2025 00:00:00,MOYEN,ECO,ELEVE,ELEVE
12169,Moreau,Jacqueline,M,135 Rue des Fleurs,Toulouse,31000,0726705296,jacqueline_moreau@laposte.net,Régime général,21/04/2000,06/08/2019,,0,web,,,,,,25/05/2019 00:00:00,MOYEN,ECO,ELEVE,MOYEN
12170,Morel,Caroline,Mme,8 Rue des Fleurs,Bordeaux,33000,0760416166,carolinemorel@yahoo.fr,Régime CFE,26/05/1962,29/03/2021,,2,web,21/10/2008,18/05/2011,,,,28/01/2021 00:00:00,MAXI,MAXI,MAXI,MOYEN
12171,Petit,Christophe,Mme,195 Rue Nationale,Villeurbanne,69100,0784059419,christophe_petit@hotmail.fr,Régime TNS,28/06/1959,07/01/2021,22/06/1963,2,web,04/05/2020,13/09/2002,,,,23/12/2020 00:00:00,ELEVE,MAXI,MOYEN,MAXI
12172,Faure,Sébastien,Mme,62 Rue de la Paix,Reims,51100,0689260564,sebastien.faure@orange.fr,Régime général,16/02/1945,12/12/2019,,3,PROGES,06/05/2003,01/09/1994,19/09/2010,,,17/11/2019 00:00:00,ELEVE,ECO,MAXI,MOYEN
12173,Durand,Christian,M,143 Rue Victor Hugo,Bordeaux,33000,0705192721,christiandurand@laposte.net,Régime TNS,10/09/1999,27/05/2021,,0,web,,,,,,27/03/2021 00:00:00,ELEVE,MAXI,MOYEN,ECO
12174,Dupont,Laurent,M,192 Rue Nationale,Versailles,78000,0601100970,laurentdupont@gmail.com,Hors sécu,28/12/1951,14/09/2019,24/01/1955,0,web,,,,,,09/09/2019 00:00:00,ELEVE,MOYEN,MAXI,ELEVE
12175,Dupont,Sébastien,Mme,25 Rue de la Paix,Montpellier,34000,0743771253,sebastien_dupont@hotmail.fr,Régime général,17/03/1947,17/08/2023,24/02/1952,1,MH50-Eric,22/11/2014,,,,,20/07/2023 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
